street,city,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,date
6561 WEATHERFORD WAY,SACRAMENTO,095823,CA,3,1,1010,Residential,Thu May 15 00:00:00 EDT 2008,116000,38.465551,-121.42661,Thu
5136 CABOT CIR,SACRAMENTO,095820,CA,4,2,1462,Residential,Thu May 15 00:00:00 EDT 2008,121500,38.528479,-121.411806,Thu
7730 ROBINETTE RD,SACRAMENTO,095828,CA,3,2,1269,Residential,Thu May 15 00:00:00 EDT 2008,122000,38.47709,-121.410569,Thu
87 LACAM CIR,SACRAMENTO,095820,CA,2,2,1188,Residential,Thu May 15 00:00:00 EDT 2008,123675,38.532359,-121.41167,Thu
1691 NOGALES ST,SACRAMENTO,095838,CA,4,2,1570,Residential,Thu May 15 00:00:00 EDT 2008,126854,38.631925,-121.427775,Thu
3118 42ND ST,SACRAMENTO,095817,CA,3,2,1093,Residential,Thu May 15 00:00:00 EDT 2008,127059,38.546091,-121.457745,Thu
7517 50TH AVE,SACRAMENTO,095828,CA,3,1,962,Residential,Thu May 15 00:00:00 EDT 2008,128687,38.507339,-121.416267,Thu
4071 EVALITA WAY,SACRAMENTO,095823,CA,3,2,1089,Residential,Thu May 15 00:00:00 EDT 2008,129500,38.466388,-121.458861,Thu
7928 36TH AVE,SACRAMENTO,095824,CA,3,2,1127,Residential,Thu May 15 00:00:00 EDT 2008,130000,38.52049,-121.411383,Thu
6631 DEMARET DR,SACRAMENTO,095822,CA,4,2,1309,Residential,Thu May 15 00:00:00 EDT 2008,131750,38.506382,-121.483574,Thu
7043 9TH AVE,RIO LINDA,095673,CA,2,1,970,Residential,Thu May 15 00:00:00 EDT 2008,132000,38.695589,-121.444133,Thu
97 KENNELFORD CIR,SACRAMENTO,095823,CA,3,2,1144,Residential,Thu May 15 00:00:00 EDT 2008,134000,38.462376,-121.426556,Thu
2636 TRONERO WAY,RANCHO CORDOVA,095670,CA,3,1,1000,Residential,Thu May 15 00:00:00 EDT 2008,134000,38.593049,-121.30304,Thu
3604 KODIAK WAY,ANTELOPE,095843,CA,3,2,1206,Residential,Thu May 15 00:00:00 EDT 2008,142000,38.706175,-121.379776,Thu
2149 COTTAGE WAY,SACRAMENTO,095825,CA,3,1,1285,Residential,Thu May 15 00:00:00 EDT 2008,143012,38.603593,-121.417011,Thu
8632 PRAIRIEWOODS DR,SACRAMENTO,095828,CA,3,2,1543,Residential,Thu May 15 00:00:00 EDT 2008,145846,38.477563,-121.384382,Thu
612 STONE BLVD,WEST SACRAMENTO,095691,CA,2,1,884,Residential,Thu May 15 00:00:00 EDT 2008,147000,38.563084,-121.535579,Thu
4180 12TH AVE,SACRAMENTO,095817,CA,3,1,1019,Residential,Thu May 15 00:00:00 EDT 2008,148750,38.54117,-121.458129,Thu
8025 ARROYO VISTA DR,SACRAMENTO,095823,CA,4,2,1392,Residential,Thu May 15 00:00:00 EDT 2008,150000,38.46654,-121.419029,Thu
5754 WALERGA RD Unit 4,SACRAMENTO,095842,CA,2,1,924,Condo,Thu May 15 00:00:00 EDT 2008,150454,38.672567,-121.356754,Thu
8 LA ROCAS CT,SACRAMENTO,095823,CA,3,2,1217,Residential,Thu May 15 00:00:00 EDT 2008,151087,38.46616,-121.448283,Thu
8636 LONGSPUR WAY,ANTELOPE,095843,CA,3,2,1670,Residential,Thu May 15 00:00:00 EDT 2008,157296,38.725873,-121.35856,Thu
1941 EXPEDITION WAY,SACRAMENTO,095832,CA,3,2,1302,Residential,Thu May 15 00:00:00 EDT 2008,157500,38.473775,-121.493777,Thu
4351 TURNBRIDGE DR,SACRAMENTO,095823,CA,3,2,1488,Residential,Thu May 15 00:00:00 EDT 2008,160000,38.502034,-121.456027,Thu
6513 HOLIDAY WAY,NORTH HIGHLANDS,095660,CA,3,2,1373,Residential,Thu May 15 00:00:00 EDT 2008,160000,38.685361,-121.376938,Thu
8321 MISTLETOE WAY,CITRUS HEIGHTS,095621,CA,4,2,1381,Residential,Thu May 15 00:00:00 EDT 2008,161250,38.717738,-121.308322,Thu
5920 VALLEY GLEN WAY,SACRAMENTO,095823,CA,3,2,1265,Residential,Thu May 15 00:00:00 EDT 2008,164000,38.462821,-121.433135,Thu
2601 SAN FERNANDO WAY,SACRAMENTO,095818,CA,2,1,881,Residential,Thu May 15 00:00:00 EDT 2008,165000,38.556178,-121.476256,Thu
8008 SAINT HELENA CT,SACRAMENTO,095829,CA,4,2,1608,Residential,Thu May 15 00:00:00 EDT 2008,165750,38.467012,-121.359969,Thu
6517 DONEGAL DR,CITRUS HEIGHTS,095621,CA,3,1,1344,Residential,Thu May 15 00:00:00 EDT 2008,166000,38.681554,-121.312934,Thu
1001 RIO NORTE WAY,SACRAMENTO,095834,CA,3,2,1202,Residential,Thu May 15 00:00:00 EDT 2008,169000,38.634292,-121.485106,Thu
604 P ST,LINCOLN,095648,CA,3,2,1104,Residential,Thu May 15 00:00:00 EDT 2008,170000,38.893168,-121.305398,Thu
7351 GIGI PL,SACRAMENTO,095828,CA,4,2,1859,Multi-Family,Thu May 15 00:00:00 EDT 2008,170000,38.490606,-121.410173,Thu
7740 DIXIE LOU ST,SACRAMENTO,095832,CA,3,2,1232,Residential,Thu May 15 00:00:00 EDT 2008,170000,38.475853,-121.477039,Thu
7342 DAVE ST,SACRAMENTO,095828,CA,3,1,1638,Residential,Thu May 15 00:00:00 EDT 2008,170725,38.490822,-121.401643,Thu
7687 HOWERTON DR,SACRAMENTO,095831,CA,2,2,1177,Residential,Thu May 15 00:00:00 EDT 2008,171750,38.480859,-121.539745,Thu
26 KAMSON CT,SACRAMENTO,095833,CA,3,2,1582,Residential,Thu May 15 00:00:00 EDT 2008,172000,38.622794,-121.499173,Thu
7045 PEEVEY CT,SACRAMENTO,095823,CA,2,2,904,Residential,Thu May 15 00:00:00 EDT 2008,173056,38.502254,-121.451444,Thu
8916 GABLES MILL PL,ELK GROVE,095758,CA,3,2,1340,Residential,Thu May 15 00:00:00 EDT 2008,174000,38.433919,-121.422347,Thu
1140 EDMONTON DR,SACRAMENTO,095833,CA,3,2,1204,Residential,Thu May 15 00:00:00 EDT 2008,174250,38.62457,-121.486913,Thu
8879 APPLE PEAR CT,ELK GROVE,095624,CA,4,2,1477,Residential,Thu May 15 00:00:00 EDT 2008,176850,38.44574,-121.3725,Thu
9 WIND CT,SACRAMENTO,095823,CA,4,2,1497,Residential,Thu May 15 00:00:00 EDT 2008,179500,38.45073,-121.427528,Thu
8570 SHERATON DR,FAIR OAKS,095628,CA,3,1,960,Residential,Thu May 15 00:00:00 EDT 2008,185000,38.667254,-121.240708,Thu
1080 RIO NORTE WAY,SACRAMENTO,095834,CA,3,2,1428,Residential,Thu May 15 00:00:00 EDT 2008,188700,38.634335,-121.486098,Thu
5501 VALLETTA WAY,SACRAMENTO,095820,CA,3,1,1039,Residential,Thu May 15 00:00:00 EDT 2008,189000,38.530144,-121.43749,Thu
5624 MEMORY LN,FAIR OAKS,095628,CA,3,1,1529,Residential,Thu May 15 00:00:00 EDT 2008,189000,38.66745,-121.2364,Thu
6622 WILLOWLEAF DR,CITRUS HEIGHTS,095621,CA,4,3,1892,Residential,Thu May 15 00:00:00 EDT 2008,189836,38.699714,-121.311635,Thu
27 MEGAN CT,SACRAMENTO,095838,CA,4,2,1887,Residential,Thu May 15 00:00:00 EDT 2008,190000,38.649258,-121.465308,Thu
6601 WOODMORE OAKS DR,ORANGEVALE,095662,CA,3,2,1294,Residential,Thu May 15 00:00:00 EDT 2008,191250,38.687006,-121.254319,Thu
1973 DANVERS WAY,SACRAMENTO,095832,CA,3,2,1638,Residential,Thu May 15 00:00:00 EDT 2008,191675,38.477568,-121.492574,Thu
8001 ARROYO VISTA DR,SACRAMENTO,095823,CA,3,2,1677,Residential,Thu May 15 00:00:00 EDT 2008,195500,38.46734,-121.419843,Thu
7409 VOYAGER WAY,CITRUS HEIGHTS,095621,CA,3,1,1073,Residential,Thu May 15 00:00:00 EDT 2008,198000,38.700717,-121.3133,Thu
815 CROSSWIND DR,SACRAMENTO,095838,CA,3,2,1231,Residential,Thu May 15 00:00:00 EDT 2008,200000,38.651386,-121.45042,Thu
5509 LAGUNA CREST WAY,ELK GROVE,095758,CA,3,2,1175,Residential,Thu May 15 00:00:00 EDT 2008,200000,38.42442,-121.440357,Thu
8424 MERRY HILL WAY,ELK GROVE,095624,CA,3,2,1416,Residential,Thu May 15 00:00:00 EDT 2008,200000,38.452075,-121.366461,Thu
5954 BRIDGECROSS DR,SACRAMENTO,095835,CA,3,2,1358,Residential,Thu May 15 00:00:00 EDT 2008,201528,38.68197,-121.500025,Thu
8789 SEQUOIA WOOD CT,ELK GROVE,095624,CA,4,2,1609,Residential,Thu May 15 00:00:00 EDT 2008,204750,38.438818,-121.37443,Thu
6600 SILVERTHORNE CIR,SACRAMENTO,095842,CA,4,3,1968,Residential,Thu May 15 00:00:00 EDT 2008,205000,38.68607,-121.342369,Thu
2221 2ND AVE,SACRAMENTO,095818,CA,2,2,1089,Residential,Thu May 15 00:00:00 EDT 2008,205000,38.555781,-121.485331,Thu
3230 SMATHERS WAY,CARMICHAEL,095608,CA,3,2,1296,Residential,Thu May 15 00:00:00 EDT 2008,205900,38.623372,-121.347665,Thu
5209 LAGUNA CREST WAY,ELK GROVE,095758,CA,2,2,1189,Residential,Thu May 15 00:00:00 EDT 2008,207000,38.424421,-121.443915,Thu
416 LEITCH AVE,SACRAMENTO,095815,CA,2,1,795,Residential,Thu May 15 00:00:00 EDT 2008,207973,38.612694,-121.456669,Thu
2100 BEATTY WAY,ROSEVILLE,095747,CA,3,2,1371,Residential,Thu May 15 00:00:00 EDT 2008,208250,38.737882,-121.308142,Thu
6920 GILLINGHAM WAY,NORTH HIGHLANDS,095660,CA,3,1,1310,Residential,Thu May 15 00:00:00 EDT 2008,208318,38.694279,-121.373395,Thu
82 WILDFLOWER DR,GALT,095632,CA,3,2,1262,Residential,Thu May 15 00:00:00 EDT 2008,209347,38.259708,-121.311616,Thu
8652 BANTON CIR,ELK GROVE,095624,CA,4,2,1740,Residential,Thu May 15 00:00:00 EDT 2008,211500,38.444,-121.370993,Thu
8428 MISTY PASS WAY,ANTELOPE,095843,CA,3,2,1517,Residential,Thu May 15 00:00:00 EDT 2008,212000,38.722959,-121.347115,Thu
7958 ROSEVIEW WAY,SACRAMENTO,095828,CA,3,2,1450,Residential,Thu May 15 00:00:00 EDT 2008,213000,38.467836,-121.410366,Thu
9020 LUKEN CT,ELK GROVE,095624,CA,3,2,1416,Residential,Thu May 15 00:00:00 EDT 2008,216000,38.451398,-121.366614,Thu
7809 VALLECITOS WAY,SACRAMENTO,095828,CA,3,1,888,Residential,Thu May 15 00:00:00 EDT 2008,216021,38.508217,-121.411207,Thu
8445 OLD AUBURN RD,CITRUS HEIGHTS,095610,CA,3,2,1882,Residential,Thu May 15 00:00:00 EDT 2008,219000,38.715423,-121.246743,Thu
10085 ATKINS DR,ELK GROVE,095757,CA,3,2,1302,Residential,Thu May 15 00:00:00 EDT 2008,219794,38.390893,-121.437821,Thu
9185 CERROLINDA CIR,ELK GROVE,095758,CA,3,2,1418,Residential,Thu May 15 00:00:00 EDT 2008,220000,38.424497,-121.426595,Thu
5429 HESPER WAY,CARMICHAEL,095608,CA,4,2,1319,Residential,Thu May 15 00:00:00 EDT 2008,220000,38.665104,-121.315901,Thu
1178 WARMWOOD CT,GALT,095632,CA,4,2,1770,Residential,Thu May 15 00:00:00 EDT 2008,220000,38.289544,-121.284607,Thu
4900 ELUDE CT,SACRAMENTO,095842,CA,4,2,1627,Residential,Thu May 15 00:00:00 EDT 2008,223000,38.69674,-121.350519,Thu
3528 SAINT GEORGE DR,SACRAMENTO,095821,CA,3,1,1040,Residential,Thu May 15 00:00:00 EDT 2008,224000,38.629468,-121.376445,Thu
7381 WASHBURN WAY,NORTH HIGHLANDS,095660,CA,3,1,960,Residential,Thu May 15 00:00:00 EDT 2008,224252,38.70355,-121.375103,Thu
7540 HICKORY AVE,ORANGEVALE,095662,CA,3,1,1456,Residential,Thu May 15 00:00:00 EDT 2008,225000,38.703056,-121.235221,Thu
5024 CHAMBERLIN CIR,ELK GROVE,095757,CA,3,2,1450,Residential,Thu May 15 00:00:00 EDT 2008,228000,38.389756,-121.446246,Thu
2400 INVERNESS DR,LINCOLN,095648,CA,3,2,1358,Residential,Thu May 15 00:00:00 EDT 2008,229027,38.897814,-121.324691,Thu
5 BISHOPGATE CT,SACRAMENTO,095823,CA,4,2,1329,Residential,Thu May 15 00:00:00 EDT 2008,229500,38.467936,-121.445477,Thu
5601 REXLEIGH DR,SACRAMENTO,095823,CA,4,2,1715,Residential,Thu May 15 00:00:00 EDT 2008,230000,38.445342,-121.441504,Thu
1909 YARNELL WAY,ELK GROVE,095758,CA,3,2,1262,Residential,Thu May 15 00:00:00 EDT 2008,230000,38.417382,-121.484325,Thu
9169 GARLINGTON CT,SACRAMENTO,095829,CA,4,3,2280,Residential,Thu May 15 00:00:00 EDT 2008,232425,38.457679,-121.35962,Thu
6932 RUSKUT WAY,SACRAMENTO,095823,CA,3,2,1477,Residential,Thu May 15 00:00:00 EDT 2008,234000,38.499893,-121.45889,Thu
7933 DAFFODIL WAY,CITRUS HEIGHTS,095610,CA,3,2,1216,Residential,Thu May 15 00:00:00 EDT 2008,235000,38.708824,-121.256803,Thu
8304 RED FOX WAY,ELK GROVE,095758,CA,4,2,1685,Residential,Thu May 15 00:00:00 EDT 2008,235301,38.417,-121.397424,Thu
3882 YELLOWSTONE LN,EL DORADO HILLS,095762,CA,3,2,1362,Residential,Thu May 15 00:00:00 EDT 2008,235738,38.655245,-121.075915,Thu
